Position	51484e4a-6754-4d25-934c-7643a178ed76.rna_seq.genomic.gdc_realn.bam
chr2:28416414-28416531	0
chr2:28392895-28393016	0
chr2:27344431-27344544	0
chr2:27156275-27156391	0
chr2:27064249-27064365	0
chr2:26783595-26783710	0
chr2:26778892-26779005	0
chr2:26394596-26394707	1
chr2:25799384-25799499	0
chr2:25739319-25739433	0
chr2:24828972-24829084	0
chr2:24826697-24826811	0
chr2:24335592-24335705	0
chr2:24264647-24264774	
chr2:24236623-24236736	
chr2:20752925-20753049	0
chr2:20449122-20449234	0
chr2:20202047-20202164	0
chr2:17728497-17728608	0
chr2:16550254-16550367	
chr2:15517486-15517601	0
chr2:12742559-12742669	0
chr2:12742474-12742588	0
chr2:11182932-11183044	0
chr2:11181581-11181701	0
chr2:11181131-11181260	
chr2:10129367-10129477	0
chr2:9849391-9849502	0
chr2:9499063-9499181	0
chr2:9467641-9467751	0
chr2:9404687-9404801	0
chr2:8858595-8858707	0
chr2:8856507-8856620	
chr2:8852685-8852795	
chr2:8683761-8683871	0
chr2:7043369-7043480	
chr2:3545034-3545152	0
chr2:3543569-3543681	0
chr2:279868-279978	
chr1:247316166-247316287	0
chr1:246667074-246667184	
chr1:244854112-244854226	0
chr1:244850928-244851039	
chr1:244845025-244845136	
chr1:244844714-244844829	0
chr1:244705889-244706001	0
chr1:244409280-244409390	0
chr1:244408584-244408694	1
chr1:244057044-244057160	0
chr1:244056877-244056987	0
chr1:244055681-244055792	0
chr1:243797121-243797231	0
chr1:243504586-243504705	
chr1:243503051-243503161	
chr1:243500252-243500366	
chr1:243124829-243124940	
chr1:240531664-240531777	
chr1:239634326-239634455	
chr1:236897595-236897710	
chr1:236601204-236601316	0
chr1:236550942-236551060	0
chr1:236208688-236208798	0
chr1:236195173-236195286	0
chr1:235380111-235380264	0
chr1:235152723-235152834	0
chr1:235111662-235111774	0
chr1:234609494-234609607	0
chr1:234606408-234606521	0
chr1:233671871-233671982	0
chr1:233657664-233657779	0
chr1:232398507-232398621	
chr1:231396199-231396312	0
chr1:231366450-231366562	0
chr1:231019125-231019238	0
chr1:230929272-230929384	0
chr1:230838478-230838588	0
chr1:230692725-230692837	0
chr1:229339045-229339159	
chr1:227919636-227919773	
chr1:227317461-227317578	
chr1:227207261-227207371	0
chr1:226875443-226875553	0
chr1:226736857-226736967	0
chr1:226648725-226648840	0
chr1:226632467-226632577	0
chr1:226145784-226145909	0
chr1:226145106-226145216	0
chr1:226144941-226145051	1
chr1:226071461-226071578	0
chr1:225984203-225984313	1
chr1:225487892-225488002	
chr1:225403135-225403245	0
chr1:224434521-224434631	0
chr1:224434154-224434278	0
chr1:224434020-224434138	0
chr1:224281234-224281363	0
chr1:224158121-224158231	0
chr1:223630453-223630565	0
chr1:223621193-223621310	0
chr1:223617280-223617399	0
chr1:222959752-222959865	
chr1:222750755-222750869	
chr1:222733026-222733147	0
chr1:222668132-222668242	0
chr1:220769690-220769805	0
chr1:220213919-220214029	0
chr1:220150401-220150521	1
chr1:220150056-220150172	
chr1:220058484-220058596	0
chr1:220016363-220016473	0
chr1:216703609-216703734	
chr1:216505403-216505514	
chr1:214355909-214356027	
chr1:214349771-214349881	
chr1:213261318-213261429	
chr1:213007815-213007930	0
chr1:212737974-212738088	0
chr1:212051453-212051565	0
chr1:211801736-211801851	0
chr1:211396736-211396846	0
chr1:211366916-211367049	0
chr1:211314284-211314394	
chr1:211308666-211308779	0
chr1:211259406-211259523	
chr1:210243043-210243165	
chr1:210233971-210234081	
chr1:209846975-209847086	0
chr1:209787008-209787118	0
chr1:209676272-209676384	0
chr1:209652903-209653013	0
chr1:208175560-208175671	0
chr1:208026602-208026719	1
chr1:207801755-207801866	
chr1:207334703-207334815	0
chr1:207076202-207076318	0
chr1:207045547-207045662	
chr1:207017351-207017462	
chr1:206904247-206904365	0
chr1:206733230-206733356	0
chr1:206461850-206461979	0
chr1:206409753-206409865	0
chr1:206082467-206082582	0
chr1:206055427-206055537	0
chr1:206054076-206054190	0
chr1:205768487-205768599	
chr1:205718187-205718298	1
chr1:205718053-205718168	0
chr1:205717446-205717561	0
chr1:205714448-205714558	0
chr1:205620797-205620907	0
chr1:205613023-205613136	
chr1:205610725-205610845	
chr1:205608519-205608629	
chr1:205608231-205608341	1
chr1:205512002-205512115	0
chr1:204557854-204557981	
chr1:204555876-204555987	
chr1:204550514-204550629	
chr1:204423397-204423514	1
chr1:204405941-204406052	0
chr1:204404434-204404544	0
chr1:204222004-204222117	0
chr1:204220844-204220957	0
chr1:203802575-203802685	0
chr1:203801767-203801881	0
chr1:203776300-203776424	
chr1:203775342-203775453	
chr1:203769394-203769506	
chr1:203740391-203740509	1
chr1:203687252-203687369	0
chr1:203024436-203024549	
chr1:202940931-202941043	0
chr1:202892033-202892146	
chr1:202891920-202892030	0
chr1:202728379-202728497	0
chr1:202555413-202555533	0
chr1:202016566-202016676	0
chr1:202016470-202016585	1
chr1:202008682-202008795	0
chr1:201876704-201876819	0
chr1:201820463-201820575	0
chr1:201386833-201386943	0
chr1:200913709-200913819	0
chr1:200658337-200658449	0
chr1:197084381-197084496	0
chr1:193251794-193251906	
chr1:193089757-193089874	
chr1:193084816-193084928	0
chr1:186419501-186419613	
chr1:185100852-185100963	
chr1:185100493-185100604	0
chr1:184793954-184794064	0
chr1:184791909-184792024	1
chr1:184791440-184791556	0
chr1:184748398-184748509	0
chr1:184692802-184692912	0
chr1:184691571-184691685	0
chr1:184690751-184690861	0
chr1:184387230-184387340	0
chr1:183927499-183927609	
chr1:183552342-183552454	0
chr1:183140195-183140315	0
chr1:183135155-183135266	0
chr1:180975036-180975154	0
chr1:179919215-179919327	0
chr1:179842152-179842265	1
chr1:179534858-179534973	0
chr1:179075741-179075858	0
chr1:179073273-179073383	
chr1:179072507-179072619	
chr1:178783288-178783398	0
chr1:175160738-175160868	0
chr1:174991724-174991843	
chr1:174942533-174942643	0
chr1:174903905-174904023	0
chr1:174840788-174840900	
chr1:174384477-174384588	
chr1:173838364-173838474	0
chr1:173785697-173785809	0
chr1:173720279-173720391	0
chr1:172399874-172399987	
chr1:171700931-171701041	
chr1:171592658-171592769	0
chr1:171589258-171589380	0
chr1:171541959-171542069	0
chr1:169921865-169921975	
chr1:169850930-169851056	0
chr1:169132892-169133005	
chr1:169131969-169132091	0
chr1:168695484-168695594	
chr1:168251641-168251753	1
chr1:168251274-168251385	0
chr1:168244803-168244916	0
chr1:168244124-168244239	0
chr1:168243252-168243362	0
chr1:168201871-168201983	0
chr1:168201765-168201875	0
chr1:168201720-168201856	0
chr1:168201565-168201690	0
chr1:168200558-168200670	0
chr1:168111914-168112027	
chr1:168085217-168085327	
chr1:167788829-167788945	0
chr1:167506239-167506354	0
chr1:167416037-167416156	
chr1:167415935-167416047	
chr1:167383971-167384081	
chr1:167053817-167053929	1
chr1:166839646-166839765	
chr1:165907907-165908017	0
chr1:165727556-165727667	0
chr1:164850417-164850528	0
chr1:164850290-164850407	0
chr1:164716635-164716780	0
chr1:164712127-164712244	0
chr1:164658116-164658231	0
chr1:164602659-164602775	0
chr1:163146190-163146307	0
chr1:163143943-163144053	0
chr1:163075052-163075180	
chr1:162780405-162780515	
chr1:162585208-162585321	0
chr1:162529207-162529317	0
chr1:162526225-162526339	0
chr1:161962075-161962186	
chr1:161961521-161961638	
chr1:161960038-161960153	
chr1:161959619-161959744	0
chr1:161518568-161518680	0
chr1:161214219-161214350	0
chr1:161190660-161190770	0
chr1:161190487-161190600	0
chr1:161121974-161122091	0
chr1:160997919-160998030	0
chr1:160995697-160995823	
chr1:160426099-160426209	
chr1:160289544-160289658	0
chr1:160277149-160277262	0
chr1:159976956-159977069	0
chr1:159976862-159977011	0
chr1:159202062-159202175	
chr1:157532175-157532285	
chr1:157529545-157529666	
chr1:157045028-157045139	
chr1:157044969-157045081	
chr1:157007863-157007977	0
chr1:156934917-156935032	
chr1:156800710-156800822	0
chr1:156722555-156722670	0
chr1:156595238-156595351	0
chr1:156465631-156465748	0
chr1:156338190-156338300	0
chr1:156292326-156292472	
chr1:156211006-156211151	0
chr1:156158064-156158174	0
chr1:156139538-156139655	0
chr1:156139253-156139367	1
chr1:155946833-155946943	0
chr1:155914991-155915107	0
chr1:155907062-155907181	0
chr1:155899594-155899705	0
chr1:155881993-155882105	0
chr1:155815935-155816047	0
chr1:155763393-155763503	0
chr1:155547673-155547784	
chr1:155138438-155138549	0
chr1:155068994-155069105	0
chr1:154944466-154944577	0
chr1:154714143-154714253	0
chr1:154707375-154707490	
chr1:154699835-154699946	
chr1:154558564-154558698	0
chr1:154467386-154467496	0
chr1:154351072-154351187	
chr1:154350029-154350140	
chr1:154336433-154336551	0
chr1:154270720-154270836	
chr1:153967618-153967728	0
chr1:153855185-153855299	
chr1:153806563-153806676	0
chr1:153773958-153774068	
chr1:153728647-153728760	0
chr1:153678743-153678866	
chr1:153661510-153661620	0
chr1:153606523-153606642	
chr1:153543636-153543746	0
chr1:151893376-151893495	0
chr1:151874323-151874443	0
chr1:151696903-151697015	0
chr1:151696601-151696719	0
chr1:151696495-151696608	0
chr1:151582888-151583001	0
chr1:151537440-151537552	0
chr1:151528369-151528479	0
chr1:151442660-151442779	0
chr1:151404482-151404595	0
chr1:151319243-151319357	0
chr1:151248341-151248452	0
chr1:150993583-150993701	0
chr1:150931606-150931721	0
chr1:150876545-150876656	0
chr1:150810582-150810700	0
chr1:150647445-150647560	1
chr1:150565759-150565879	
chr1:150555669-150555782	
chr1:150491004-150491114	0
chr1:150473381-150473491	0
chr1:150422124-150422241	0
chr1:150417438-150417548	0
chr1:150347225-150347340	0
chr1:150344713-150344824	0
chr1:150226669-150226780	0
chr1:150222960-150223070	0
chr1:150220156-150220275	0
chr1:149942791-149942901	0
chr1:149929043-149929159	0
chr1:149850414-149850524	
chr1:149833187-149833312	
chr1:149227486-149227610	0
chr1:148751992-148752110	
chr1:148102650-148102760	
chr1:147295687-147295797	0
chr1:147262681-147262792	0
chr1:147184925-147185037	0
chr1:147158521-147158631	
chr1:146301209-146301327	
chr1:146065299-146065409	
chr1:145935134-145935248	
chr1:145933756-145933866	0
chr1:145923246-145923357	1
chr1:145922876-145922990	0
chr1:145823458-145823569	0
chr1:145822263-145822376	0
chr1:145774250-145774364	0
chr1:145746354-145746468	0
chr1:145745409-145745525	0
chr1:143981463-143981573	
chr1:119748423-119748535	0
chr1:117959414-117959525	0
chr1:117627815-117627925	0
chr1:117625055-117625167	
chr1:117624114-117624230	
chr1:117410573-117410685	0
chr1:117082159-117082270	0
chr1:116987521-116987640	0
chr1:116957101-116957226	0
chr1:115700173-115700286	
chr1:114717324-114717434	0
chr1:114707634-114707744	0
chr1:114397557-114397670	1
chr1:113977185-113977299	0
chr1:113880861-113880982	0
chr1:113880574-113880687	
chr1:113877272-113877388	0
chr1:113768877-113768992	0
chr1:113761826-113761937	
chr1:113712734-113712854	
chr1:113684551-113684661	
chr1:113684033-113684146	
chr1:113550919-113551033	0
chr1:113410541-113410658	0
chr1:113406469-113406579	0
chr1:113406228-113406348	0
chr1:113129481-113129601	
chr1:113085231-113085346	
chr1:113077101-113077212	
chr1:112925331-112925441	0
chr1:112607654-112607764	0
chr1:112526689-112526804	
chr1:111770758-111770870	
chr1:111464834-111464944	
chr1:111461851-111461968	
chr1:111117509-111117620	0
chr1:110023538-110023652	0
chr1:110022324-110022439	0
chr1:109313413-109313526	0
chr1:109312463-109312578	0
chr1:109062960-109063074	0
chr1:108962866-108962980	0
chr1:108931578-108931693	
chr1:108930840-108930954	
chr1:108922484-108922594	0
chr1:108921366-108921481	0
chr1:108560383-108560496	0
chr1:108195952-108196067	0
chr1:103533794-103533906	0
chr1:100980615-100980726	
chr1:100979386-100979508	0
chr1:100979238-100979349	0
chr1:100976977-100977087	0
chr1:100872512-100872622	
chr1:100291879-100291997	
chr1:100023965-100024077	0
chr1:99736783-99736895	
chr1:97406226-97406339	0
chr1:94897321-94897444	0
chr1:94530023-94530147	0
chr1:94529619-94529729	0
chr1:94518446-94518564	1
chr1:94418371-94418494	0
chr1:94173782-94173895	
chr1:93877080-93877190	0
chr1:93573349-93573464	0
chr1:93552496-93552606	0
chr1:93362388-93362501	0
chr1:93360571-93360683	0
chr1:93134784-93134901	0
chr1:93123212-93123325	0
chr1:92916252-92916368	1
chr1:92735670-92735792	0
chr1:92728337-92728447	0
chr1:92509443-92509557	0
chr1:92361092-92361208	
chr1:91682354-91682475	
chr1:89935796-89935907	0
chr1:89931208-89931329	0
chr1:89582180-89582299	0
chr1:89106097-89106208	
chr1:88980374-88980488	0
chr1:88818597-88818713	0
chr1:88684417-88684530	0
chr1:87345337-87345447	0
chr1:87329019-87329134	0
chr1:87107592-87107706	
chr1:85653560-85653671	0
chr1:85402111-85402231	0
chr1:85321015-85321134	0
chr1:85320468-85320580	0
chr1:84189407-84189521	0
chr1:81801617-81801727	
chr1:78539104-78539215	
chr1:78017718-78017831	
chr1:77948575-77948693	0
chr1:77946262-77946374	
chr1:77944271-77944387	0
chr1:77942419-77942533	0
chr1:77713297-77713407	0
chr1:70354358-70354468	0
chr1:70261905-70262017	
chr1:70239435-70239548	0
chr1:68107247-68107359	0
chr1:67702559-67702670	0
chr1:67409336-67409470	0
chr1:67409278-67409392	0
chr1:67035755-67035871	0
chr1:67000236-67000354	0
chr1:66999638-66999751	0
chr1:66985764-66985887	0
chr1:65432516-65432631	0
chr1:65228671-65228783	
chr1:65227334-65227444	
chr1:65226965-65227079	
chr1:65226766-65226877	
chr1:64833041-64833157	0
chr1:64832928-64833043	0
chr1:64692587-64692697	
chr1:64691010-64691120	0
chr1:64178974-64179096	
chr1:62151098-62151212	0
chr1:61461995-61462105	
chr1:61458637-61458754	
chr1:61458161-61458272	0
chr1:61457784-61457896	0
chr1:61456769-61456879	0
chr1:61456745-61456855	0
chr1:61456324-61456436	
chr1:61082622-61082747	0
chr1:58661920-58662030	0
chr1:58657188-58657301	0
chr1:58480817-58480927	0
chr1:56692589-56692699	
chr1:56496366-56496476	0
chr1:55039829-55039952	0
chr1:54741861-54741973	0
chr1:54406312-54406438	0
chr1:54405986-54406110	0
chr1:54404523-54404634	0
chr1:54226617-54226732	0
chr1:54226187-54226297	0
chr1:52825626-52825738	
chr1:52602966-52603076	0
chr1:52055157-52055268	0
chr1:51840365-51840476	0
chr1:51815132-51815253	0
chr1:51356497-51356609	1
chr1:51355663-51355776	0
chr1:50959842-50959960	0
chr1:50732843-50732954	0
chr1:48728323-48728434	
chr1:48381637-48381748	
chr1:48297786-48297897	
chr1:46676821-46676931	0
chr1:46609184-46609303	0
chr1:46394893-46395008	0
chr1:46354611-46354723	0
chr1:46352401-46352511	0
chr1:46041320-46041430	0
chr1:45998019-45998129	0
chr1:45698667-45698786	
chr1:45627674-45627784	0
chr1:45420514-45420635	0
chr1:45394629-45394758	0
chr1:45394098-45394208	0
chr1:45343887-45343998	0
chr1:45032742-45032856	0
chr1:45017531-45017642	0
chr1:44947815-44947934	0
chr1:43993393-43993505	
chr1:43704732-43704855	0
chr1:43622396-43622507	0
chr1:43606224-43606341	0
chr1:43282216-43282329	0
chr1:42831698-42831809	0
chr1:42676710-42676820	0
chr1:42177746-42177858	0
chr1:41167862-41167978	0
chr1:41094838-41094954	0
chr1:40771115-40771225	0
chr1:40072202-40072321	0
chr1:39841444-39841554	0
chr1:39576623-39576734	0
chr1:39486020-39486132	0
chr1:39433114-39433226	0
chr1:38864079-38864193	0
chr1:38839280-38839398	1
chr1:38727995-38728107	
chr1:38017574-38017687	0
chr1:37957462-37957576	0
chr1:37815468-37815578	
chr1:37716536-37716646	0
chr1:37689965-37690075	1
chr1:37612472-37612584	
chr1:36442906-36443028	
chr1:36304954-36305065	0
chr1:36304396-36304513	0
chr1:36156258-36156380	0
chr1:35843609-35843719	0
chr1:35812159-35812269	0
chr1:35566579-35566730	0
chr1:35558008-35558120	0
chr1:35557255-35557370	0
chr1:35369950-35370063	0
chr1:35184103-35184216	0
chr1:35183175-35183288	0
chr1:35178834-35178951	0
chr1:33328535-33328645	0
chr1:33299299-33299411	
chr1:33170271-33170385	
chr1:32936683-32936800	0
chr1:32680462-32680573	0
chr1:32680307-32680426	0
chr1:32333862-32333975	0
chr1:32231441-32231553	0
chr1:32204223-32204335	0
chr1:32197763-32197874	0
chr1:32195949-32196059	0
chr1:32176046-32176156	0
chr1:32175732-32175854	0
chr1:32173123-32173244	0
chr1:32172445-32172564	
chr1:32043232-32043343	0
chr1:32042885-32042997	0
chr1:31919420-31919533	0
chr1:31908370-31908480	0
chr1:31908186-31908302	0
chr1:31907515-31907627	1
chr1:31906705-31906837	0
chr1:31652494-31652611	
chr1:31587272-31587388	0
chr1:31432992-31433107	0
chr1:31365654-31365772	
chr1:31331564-31331676	0
chr1:31259780-31259891	0
chr1:31259705-31259821	0
chr1:30932798-30932909	0
chr1:30932589-30932716	
chr1:30869486-30869611	0
chr1:29147783-29147900	0
chr1:28603399-28603510	0
chr1:28516709-28516826	0
chr1:28508864-28508975	0
chr1:28497636-28497755	0
chr1:28459168-28459278	0
chr1:28415210-28415324	0
chr1:28281400-28281513	0
chr1:28150307-28150418	0
chr1:27935081-27935191	0
chr1:27824014-27824124	0
chr1:27760428-27760538	
chr1:27547902-27548015	0
chr1:27534610-27534722	
chr1:26864314-26864424	0
chr1:26781409-26781521	0
chr1:26781109-26781227	0
chr1:26780731-26780842	0
chr1:26475196-26475311	0
chr1:26470265-26470382	0
chr1:25960759-25960873	0
chr1:25817163-25817283	0
chr1:25579722-25579835	0
chr1:25578118-25578228	0
chr1:25500105-25500217	
chr1:25340400-25340518	0
chr1:24902267-24902377	0
chr1:24745449-24745570	0
chr1:24539185-24539296	
chr1:24538882-24538994	
chr1:24536763-24536875	
chr1:24471958-24472076	
chr1:24166153-24166272	0
chr1:23760254-23760367	0
chr1:23392587-23392697	0
chr1:23344232-23344342	0
chr1:22647990-22648106	0
chr1:22091743-22091863	0
chr1:21782948-21783059	0
chr1:21720481-21720593	0
chr1:21323769-21323885	0
chr1:21176220-21176330	0
chr1:20806953-20807066	0
chr1:20806743-20806856	0
chr1:20806602-20806714	0
